VendorNumber,VendorName,Brand,Description,Volume,TotalPurchaseQuantity,ActualPrice,PurchasePrice,TotalPurchaseDollars,TotalSalesDollars,TotalSalesQuantity,AverageSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
7245,PROXIMO SPIRITS INC.,3808,Three Olives Vodka,750.0,10260,12.99,9.55,97983.00000000108,146252.25000000617,10975.0,102478.33000001076,8647.849999999904,38994.78000000001,-49713.749999995984,0.33004107629115487,1.0696881091617934,1.4926288233673657
12546,JIM BEAM BRANDS COMPANY,5254,DeKuyper Buttershots Schnpps,750.0,13328,9.99,7.35,97960.79999999928,138526.67000000918,13233.0,89107.86000000768,10424.960000000212,123880.97,-57394.92999998937,0.292837978419659,0.9928721488595438,1.4141030902157825
480,BACARDI USA INC,4247,Bacardi Limon Rum,750.0,12250,11.99,7.99,97877.50000000016,133890.22000000803,11778.0,77062.16000000175,9279.490000000033,89286.26999999999,-61864.779999992286,0.2689719981041611,0.961469387755102,1.367936655513349
4425,MARTIGNETTI COMPANIES,8781,Rodney Strong Cab Svgn,750.0,9476,15.99,10.32,97792.31999999908,172021.99000000165,9701.0,81147.4600000021,1080.9600000000432,144929.24,-23562.64999999653,0.43151268044278446,1.0237441958632334,1.7590541874863308
7245,PROXIMO SPIRITS INC.,8961,Jose Cuervo Especial,50.0,87230,1.49,1.12,97697.59999999971,126761.7500000042,85075.0,24398.750000006523,4453.140000000131,38994.78000000001,-68633.44999999524,0.22928170366852405,0.975295196606672,1.2974909311999945
9815,WINE GROUP INC,31186,Almaden Merlot Cal B/B,5000.0,9005,17.99,10.8,97253.99999999728,148332.39000000522,8961.0,100961.23000000852,6720.75,27100.41,-46175.60999998933,0.3443508865461289,0.9951138256524154,1.5252060583627345
7245,PROXIMO SPIRITS INC.,3779,Three Olives Cherry Vodka,750.0,10398,12.99,9.35,97221.29999999944,137643.63000000658,10437.0,81629.2700000028,8220.88999999962,38994.78000000001,-56798.96999999232,0.2936738154900827,1.0037507212925565,1.415776481079839
660,SAZERAC NORTH AMERICA INC.,3687,Fleischmanns Royal Traveler,750.0,25265,5.99,3.84,97017.600000001,132453.75000001283,25125.0,66755.4799999932,19781.91000000272,17932.329999999994,-61581.44999998916,0.2675360267263736,0.9944587373837324,1.3652548609737971
8112,MOET HENNESSY USA INC,19270,Veuve Clicquot Brut Yellow,375.0,5899,24.99,16.44,96979.55999999974,142243.08000000293,5692.0,72071.15999999963,325.6600000000079,48347.26,-51716.03999999655,0.3182124571543464,0.964909306662146,1.466732577462749
1655,FABRIZIA SPIRITS LLC,8793,Fabrizia's Margarita RTD,1750.0,6431,18.99,15.07,96915.1699999996,94406.8400000038,4916.0,61495.97999999816,9035.380000000318,1824.8900000000008,-99423.4999999954,-0.026569367219533138,0.7644223293422485,0.9741182933487522
12546,JIM BEAM BRANDS COMPANY,1249,Jim Beam Apple,1750.0,4777,27.99,20.28,96877.55999999862,99189.69000000312,4031.0,73433.20999999995,7409.910000000263,123880.97,-94565.4299999941,0.023310184758158117,0.8438350429139627,1.0238665176951665
3960,DIAGEO NORTH AMERICA INC,2327,Crown Royal Shot Glass VAP,750.0,5495,22.99,17.55,96437.25000000036,122173.06000000302,5494.0,60894.75999999862,4326.5799999999945,257032.0700000001,-70701.4399999977,0.21065044945262093,0.999818016378526,1.2668658635537882
2496,DUGGANS DISTILLED PRODUCTS,1734,Duggans Dew O Kirkintilloch,1750.0,5526,21.99,17.45,96428.69999999928,109021.93000000434,5007.0,76770.77000000022,9204.220000000349,939.2699999999998,-83835.46999999422,0.11551098022209438,0.9060803474484256,1.1305962851309326
8664,"STOLI GROUP,(USA) LLC",3689,Stolichnaya Vanil,750.0,7541,16.99,12.77,96298.57000000036,135817.94000000562,7506.0,90804.03000000528,5914.269999999816,18544.49,-56779.19999999512,0.29097312181294777,0.995358705741944,1.410383767900241
12546,JIM BEAM BRANDS COMPANY,4679,Courvoisier VS Cognac,375.0,11158,13.49,8.63,96293.53999999934,133127.04000000755,10896.0,69215.38999999808,4276.88999999988,123880.97,-59460.03999999113,0.2766793282567247,0.9765190894425524,1.382512679459167
3960,DIAGEO NORTH AMERICA INC,1623,Bulleit 95 Rye,375.0,9542,14.99,10.07,96087.93999999878,131243.96000000925,9104.0,86686.37000000427,3570.2499999998117,257032.0700000001,-60931.91999998831,0.2678677174934983,0.9540976734437224,1.3658733864001134
4425,MARTIGNETTI COMPANIES,523,Castello Del Poggio Moscato,750.0,13546,10.49,7.09,96041.14000000102,130455.7800000056,13022.0,57271.33999999732,1452.3899999999758,144929.24,-61626.49999999645,0.2638031063093035,0.9613169939465523,1.358332273023875
8004,SAZERAC CO INC,5033,Fireball Cinnamon Whisky,1000.0,7402,16.99,12.97,96003.9399999995,114938.11000000368,6389.0,62803.08999999789,6708.450000000245,50293.62000000002,-77069.76999999532,0.16473361185427168,0.8631450959200216,1.1972228431458571
6785,PALM BAY INTERNATIONAL INC,44719,Cavit Prosecco Lunetta,750.0,13908,9.99,6.89,95826.1199999984,151205.40000000296,14860.0,50648.20999999868,1661.659999999948,13605.409999999998,-40446.83999999383,0.36625199893656896,1.0684498130572333,1.5779142471802623
1392,CONSTELLATION BRANDS INC,31231,Nobilo Svgn Bl MarlborougH,750.0,14753,11.99,6.49,95746.9700000002,157501.83000000237,14617.0,58512.40999999704,1633.119999999937,79528.99,-33992.10999999804,0.3920897934963755,0.990781535958788,1.6449797836944815
8112,MOET HENNESSY USA INC,2893,Glenmorangie Quinta Ruban,750.0,2410,54.99,39.67,95604.7000000001,122300.00000000311,2300.0,102183.81000000284,1814.1999999999573,48347.26,-68909.39999999707,0.21827718724449988,0.9543568464730292,1.2792258121201467
3960,DIAGEO NORTH AMERICA INC,2499,Crown Royal Black,750.0,4429,29.99,21.53,95356.37000000018,122377.38000000494,4262.0,95100.93000000394,3360.519999999955,257032.0700000001,-68335.35999999543,0.220800690454426,0.9622939715511402,1.2833686936699111
98450,Serralles Usa LLC,4145,Don Q Cristal Rum,1750.0,7518,19.99,12.68,95328.24000000083,132505.0100000069,7799.0,83811.67000000307,14334.040000000588,856.02,-58151.46999999479,0.28056878755002645,1.0373769619579676,1.3899869545478416
1587,VINEYARD BRANDS INC,31320,La Vieille Ferme Rose Vntoux,750.0,20314,6.99,4.69,95272.659999999,145815.63000000064,19987.0,46506.68999999928,2236.409999999973,6070.089999999999,-44729.68999999738,0.34662244369826073,0.9839027271832234,1.5305086474965868
1392,CONSTELLATION BRANDS INC,6420,R M Woodbridge Chard Cal,750.0,29951,7.99,3.18,95244.1800000011,171189.34999999808,29537.0,43943.58999999949,3309.589999999972,79528.99,-19299.010000004117,0.443632562422825,0.9861774231244366,1.7973733408172143
8892,TRINCHERO FAMILY ESTATES,10957,Seaglass Svgn Bl Snt Barbara,750.0,15556,8.99,6.12,95202.72000000135,145958.240000005,15576.0,65577.01999999527,1737.1399999998969,11595.970000000005,-44447.19999999774,0.34774001111552116,1.00128567755207,1.5331309861735347
17035,PERNOD RICARD USA,4628,Martell Cordon Bleu,750.0,1190,104.99,79.99,95188.10000000002,110015.0100000005,999.0,52445.28999999984,786.81,123780.21999999996,-80361.18999999954,0.13477170069793581,0.8394957983193277,1.1557643234816166
4425,MARTIGNETTI COMPANIES,14930,Yellow Tail Moscato,1500.0,16029,9.99,5.93,95051.97000000087,154020.91999999818,15732.0,69332.23999999324,3523.219999999613,144929.24,-36083.0200000036,0.38286325000524607,0.9814710836608648,1.6203864054579482
1590,DIAGEO CHATEAU ESTATE WINES,8921,Sterling Cab Svgn,750.0,8288,18.99,11.45,94897.59999999992,162549.0000000058,8484.0,74429.8699999963,945.7100000000428,7259.75,-27246.199999994045,0.4161908101557282,1.023648648648649,1.7128884186745077
9165,ULTRA BEVERAGE COMPANY LLP,24419,Bonterra Mendocino Org Chard,750.0,14077,11.99,6.74,94878.97999999978,148890.37000000392,13263.0,63013.49999999665,1479.5399999999738,68054.70000000003,-40867.58999999563,0.3627594585197332,0.9421751793706046,1.5692661324985184
8112,MOET HENNESSY USA INC,8223,Dom Chandon Blanc de Noir C,750.0,9153,13.99,10.36,94825.08000000064,139587.5300000031,9247.0,53285.13999999877,7281.439999999805,48347.26,-50062.62999999817,0.32067656759884977,1.0102698568775266,1.4720528577460958
9815,WINE GROUP INC,14342,Cupcake Pnt Nr,750.0,20592,6.99,4.6,94723.19999999918,142812.6000000048,18940.0,53676.3799999976,2115.7699999998945,27100.41,-46633.79999999356,0.3367307926611798,0.9197746697746698,1.5076834397487209
1392,CONSTELLATION BRANDS INC,6960,Cooks Brut,750.0,20550,6.99,4.6,94529.99999999884,147959.3200000041,19968.0,42587.7500000003,2236.229999999933,79528.99,-41100.67999999356,0.3611081748686314,0.9716788321167884,1.5652101978208603
9552,M S WALKER INC,38457,Smoking Loon Pnt Nr,750.0,20576,6.79,4.59,94443.84000000084,143160.2100000031,18799.0,48802.2000000017,2102.4899999999,55551.81999999999,-45727.46999999855,0.34029266931084556,0.9136372472783826,1.5158236895069266
9819,TREASURY WINE ESTATES,8700,Beringer Knights Vly Cab Svg,750.0,5682,31.99,16.52,93866.6400000001,137281.11000000147,4961.0,66637.44999999795,552.670000000018,14836.570000000003,-50452.16999999873,0.31624503910261875,0.8731080605420627,1.462512240770537
